"Set","Song"
"Set 1","Sweet Adeline"
"Set 1","The Landlady"
"Set 1","Runaway Jim"
"Set 1","The Curtain"
"Set 1","Cavern"
"Set 1","Poor Heart"
"Set 1","Reba"
"Set 1","Llama"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 1","David Bowie"
"Set 2","Buried Alive"
"Set 2","My Sweet One"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Tela"
"Set 2","Dinner and a Movie"
"Set 2","Stash"
"Set 2","Bouncing Around the Room"
"Set 2","Divided Sky"
"Set 2","Big Black Furry Creature from Mars"
"Encore","Take the 'A' Train"
"Encore","Highway to Hell"
