"Set","Song"
"Set 1","Buried Alive"
"Set 1","Possum"
"Set 1","Foam"
"Set 1","My Sweet One"
"Set 1","Stash"
"Set 1","Esther"
"Set 1","Divided Sky"
"Set 1","Guelah Papyrus"
"Set 1","You Enjoy Myself"
"Set 2","Tweezer"
"Set 2","Uncle Pen"
"Set 2","Fluffhead"
"Set 2","Chalk Dust Torture"
"Set 2","Take the 'A' Train"
"Set 2","Dinner and a Movie"
"Set 2","Brother"
"Set 2","Hold Your Head Up"
"Set 2","If I Only Had a Brain"
"Set 2","Hold Your Head Up"
"Set 2","Harry Hood"
"Set 2","Tweezer Reprise"
"Encore","Lawn Boy"
"Encore","Rocky Top"
"Encore 2","Contact"
"Encore 2","Golgi Apparatus"
