"Set","Song"
"Set 1","Rocky Top"
"Set 1","Drums"
"Set 1","Foam"
"Set 1","Bouncing Around the Room"
"Set 1","The Landlady"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Llama"
"Set 1","The Squirming Coil"
"Set 1","Cavern"
"Set 1","David Bowie"
"Set 1","Sweet Adeline"
"Set 2","Chalk Dust Torture"
"Set 2","Poor Heart"
"Set 2","Divided Sky"
"Set 2","Fee"
"Set 2","Split Open and Melt"
"Set 2","Tela"
"Set 2","My Sweet One"
"Set 2","I Didn't Know"
"Set 2","Buried Alive"
"Set 2","Possum"
"Encore","Harry Hood"
