"Set","Song"
"Set 1","The Curtain"
"Set 1","Wilson"
"Set 1","Divided Sky"
"Set 1","Split Open and Melt"
"Set 1","Fee"
"Set 1","Buried Alive"
"Set 1","The Mango Song"
"Set 1","The Sloth"
"Set 1","Dinner and a Movie"
"Set 1","Magilla"
"Set 1","Llama"
"Set 2","David Bowie"
"Set 2","Bathtub Gin"
"Set 2","Ya Mar"
"Set 2","Guelah Papyrus"
"Set 2","My Sweet One"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","AC/DC Bag"
"Set 2","Harry Hood"
"Set 2","Let's Go"
"Set 2","Terrapin"
"Set 2","Let's Go"
"Set 2","Chalk Dust Torture"
"Encore","Caravan"
"Encore","Big Black Furry Creature from Mars"
"Encore 2","Contact"
"Encore 2","Golgi Apparatus"
