"Set","Song"
"Set 1","David Bowie"
"Set 1","Cavern"
"Set 1","Ya Mar"
"Set 1","Dinner and a Movie"
"Set 1","The Sloth"
"Set 1","The Landlady"
"Set 1","Bathtub Gin"
"Set 1","Buried Alive"
"Set 1","The Lizards"
"Set 1","Possum"
"Set 2","Golgi Apparatus"
"Set 2","Harry Hood"
"Set 2","Wilson"
"Set 2","Poor Heart"
"Set 2","Foam"
"Set 2","McGrupp and the Watchful Hosemasters"
"Set 2","Chalk Dust Torture"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Encore","Take the 'A' Train"
"Encore","Highway to Hell"
