"Set","Song"
"Set 1","Golgi Apparatus"
"Set 1","Chalk Dust Torture"
"Set 1","Foam"
"Set 1","Wilson"
"Set 1","The Landlady"
"Set 1","Destiny Unbound"
"Set 1","Rhombus Narration"
"Set 1","Divided Sky"
"Set 1","Tube"
"Set 1","I Didn't Know"
"Set 1","You Enjoy Myself"
"Set 1","Cavern"
"Set 2","Buried Alive"
"Set 2","The Sloth"
"Set 2","Uncle Pen"
"Set 2","David Bowie"
"Set 2","Fee"
"Set 2","The Squirming Coil"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Suzy Greenberg"
"Set 2","Take the 'A' Train"
"Set 2","Split Open and Melt"
"Set 2","Hold Your Head Up"
"Set 2","Terrapin"
"Set 2","Hold Your Head Up"
"Set 2","Memories"
"Set 2","Llama"
