"Set","Song"
"Set 1","Reba"
"Set 1","Dinner and a Movie"
"Set 1","Ya Mar"
"Set 1","Split Open and Melt"
"Set 1","Fee"
"Set 1","Llama"
"Set 1","The Lizards"
"Set 1","My Sweet One"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 2","Golgi Apparatus"
"Set 2","Cavern"
"Set 2","The Landlady"
"Set 2","Bouncing Around the Room"
"Set 2","Stash"
"Set 2","Guelah Papyrus"
"Set 2","Uncle Pen"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","David Bowie"
"Encore","Suzy Greenberg"
