"Set","Song"
"Set 1","Buried Alive"
"Set 1","Golgi Apparatus"
"Set 1","Foam"
"Set 1","Cavern"
"Set 1","Divided Sky"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Chalk Dust Torture"
"Set 1","You Enjoy Myself"
"Set 1","Magilla"
"Set 1","Llama"
"Set 2","Runaway Jim"
"Set 2","Dinner and a Movie"
"Set 2","Bouncing Around the Room"
"Set 2","The Landlady"
"Set 2","The Squirming Coil"
"Set 2","Tweezer"
"Set 2","My Sweet One"
"Set 2","The Lizards"
"Set 2","Good Times Bad Times"
"Encore","Sweet Adeline"
