"Set","Song"
"Set 1","My Friend, My Friend"
"Set 1","Cars Trucks Buses"
"Set 1","White Rabbit Jam"
"Set 1","Reba"
"Set 1","Uncle Pen"
"Set 1","Horn"
"Set 1","Run Like an Antelope"
"Set 1","I'm Blue, I'm Lonesome"
"Set 1","Sample in a Jar"
"Set 2","Runaway Jim"
"Set 2","The Fog That Surrounds"
"Set 2","If I Could"
"Set 2","Scent of a Mule"
"Set 2","Mike's Song"
"Set 2","Keyboard Army"
"Set 2","Weekapaug Groove"
"Set 2","Suspicious Minds"
"Set 2","Hold Your Head Up"
"Set 2","Cavern"
"Encore","Amazing Grace"
"Encore","Good Times Bad Times"
