"Set","Song"
"Set 1","Poor Heart"
"Set 1","Wolfman's Brother"
"Set 1","Rift"
"Set 1","Night Moves Jam"
"Set 1","Stash"
"Set 1","Acoustic Army"
"Set 1","The Fog That Surrounds"
"Set 1","Theme From the Bottom"
"Set 1","Tela"
"Set 1","David Bowie"
"Set 2","Wilson"
"Set 2","Cars Trucks Buses"
"Set 2","Bathtub Gin"
"Set 2","Llama"
"Set 2","Simple"
"Set 2","Keyboard Army"
"Set 2","Slave to the Traffic Light"
"Set 2","Hello My Baby"
"Set 2","The Lizards"
"Set 2","Run Like an Antelope"
"Encore","A Day in the Life"
