"Set","Song"
"Set 1","Tweezer Reprise"
"Set 1","Chalk Dust Torture"
"Set 1","Guelah Papyrus"
"Set 1","Reba"
"Set 1","Wilson"
"Set 1","Cars Trucks Buses"
"Set 1","Kung"
"Set 1","The Lizards"
"Set 1","Strange Design"
"Set 1","Acoustic Army"
"Set 1","Good Times Bad Times"
"Set 1","Tweezer Reprise"
"Set 2","Also Sprach Zarathustra"
"Set 2","David Bowie"
"Set 2","Lifeboy"
"Set 2","Sparkle"
"Set 2","You Enjoy Myself"
"Set 2","Purple Rain"
"Set 2","Hold Your Head Up"
"Set 2","Harry Hood"
"Set 2","Suzy Greenberg"
"Encore","Highway to Hell"
