"Set","Song"
"Set 1","Stash"
"Set 1","The Old Home Place"
"Set 1","Cavern"
"Set 1","Divided Sky"
"Set 1","If I Could"
"Set 1","The Fog That Surrounds"
"Set 1","Acoustic Army"
"Set 1","Julius"
"Set 1","Sample in a Jar"
"Set 2","Possum"
"Set 2","Bathtub Gin"
"Set 2","Mound"
"Set 2","Mike's Song"
"Set 2","McGrupp and the Watchful Hosemasters"
"Set 2","Weekapaug Groove"
"Set 2","Llama"
"Set 2","Suzy Greenberg"
"Set 2","Crossroads"
"Set 2","Hello My Baby"
"Set 2","A Day in the Life"
"Encore","Chalk Dust Torture"
