"Set","Song"
"Set 1","AC/DC Bag"
"Set 1","Ya Mar"
"Set 1","Reba"
"Set 1","If I Could"
"Set 1","It's Ice"
"Set 1","Theme From the Bottom"
"Set 1","Acoustic Army"
"Set 1","Fee"
"Set 1","Split Open and Melt"
"Set 2","Timber (Jerry The Mule)"
"Set 2","Sparkle"
"Set 2","Simple"
"Set 2","Possum"
"Set 2","You Enjoy Myself"
"Set 2","Taste That Surrounds"
"Set 2","Heart and Soul"
"Set 2","Poor Heart"
"Set 2","I'm Blue, I'm Lonesome"
"Set 2","My Long Journey Home"
"Set 2","Slave to the Traffic Light"
"Encore","A Day in the Life"
