"Set","Song"
"Set 1","AC/DC Bag"
"Set 1","My Mind's Got a Mind of its Own"
"Set 1","The Sloth"
"Set 1","Runaway Jim"
"Set 1","Weigh"
"Set 1","NICU"
"Set 1","Fast Enough for You"
"Set 1","It's Ice"
"Set 1","Poor Heart"
"Set 1","Sample in a Jar"
"Set 1","I'm Blue, I'm Lonesome"
"Set 1","Stash"
"Set 2","Golgi Apparatus"
"Set 2","Possum"
"Set 2","Catapult"
"Set 2","The Curtain"
"Set 2","Tweezer"
"Set 2","Makisupa Policeman"
"Set 2","Big Black Furry Creature from Mars"
"Set 2","Life on Mars?"
"Set 2","Uncle Pen"
"Set 2","Slave to the Traffic Light"
"Set 2","Cavern"
"Encore","Sweet Adeline"
"Encore","The Squirming Coil"
