"Set","Song"
"Set 1","Prince Caspian"
"Set 1","Also Sprach Zarathustra"
"Set 1","Suzy Greenberg"
"Set 1","David Bowie"
"Set 1","Simple"
"Set 1","It's Ice"
"Set 1","Kung"
"Set 1","It's Ice"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Avenu Malkenu"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Divided Sky"
"Set 1","Sample in a Jar"
"Set 2","Ya Mar"
"Set 2","Free"
"Set 2","Harry Hood"
"Set 2","AC/DC Bag"
"Set 2","Lifeboy"
"Set 2","Scent of a Mule"
"Set 2","Cavern"
"Set 2","Run Like an Antelope"
"Encore","A Day in the Life"
