"Set","Song"
"Set 1","The Old Home Place"
"Set 1","The Curtain"
"Set 1","AC/DC Bag"
"Set 1","Demand"
"Set 1","Rift"
"Set 1","Slave to the Traffic Light"
"Set 1","Guyute"
"Set 1","Bouncing Around the Room"
"Set 1","Possum"
"Set 1","Hello My Baby"
"Set 2","Split Open and Melt"
"Set 2","Strange Design"
"Set 2","Taste That Surrounds"
"Set 2","Reba"
"Set 2","Julius"
"Set 2","Sleeping Monkey"
"Set 2","Sparkle"
"Set 2","Mike's Song"
"Set 2","Weekapaug Groove"
"Set 2","Digital Delay Loop Jam"
"Set 2","Amazing Grace"
"Encore","Uncle Pen"
