"Set","Song"
"Set 1","Maze"
"Set 1","Guelah Papyrus"
"Set 1","Foam"
"Set 1","Fast Enough for You"
"Set 1","I'm Blue, I'm Lonesome"
"Set 1","Free"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Avenu Malkenu"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Sample in a Jar"
"Set 1","You Enjoy Myself"
"Set 2","Timber (Jerry The Mule)"
"Set 2","It's Ice"
"Set 2","Sparkle"
"Set 2","Harry Hood"
"Set 2","Billy Breathes"
"Set 2","Faht"
"Set 2","Sweet Adeline"
"Set 2","Split Open and Melt"
"Set 2","The Squirming Coil"
"Encore","Rocky Top"
