"Set","Song"
"Set 1","My Friend, My Friend"
"Set 1","Ya Mar"
"Set 1","Ha Ha Ha"
"Set 1","Divided Sky"
"Set 1","Fee"
"Set 1","Rift"
"Set 1","Free"
"Set 1","Hello My Baby"
"Set 1","Amazing Grace"
"Set 1","Amazing Grace Jam"
"Set 2","Timber (Jerry The Mule)"
"Set 2","Scent of a Mule"
"Set 2","Simple"
"Set 2","Maze"
"Set 2","Gumbo"
"Set 2","While My Guitar Gently Weeps"
"Set 2","My Long Journey Home"
"Set 2","I'm Blue, I'm Lonesome"
"Set 2","Bouncing Around the Room"
"Set 2","Run Like an Antelope"
"Encore","Sleeping Monkey"
"Encore","Rocky Top"
