"Set","Song"
"Set 1","My Friend, My Friend"
"Set 1","Poor Heart"
"Set 1","Run Like an Antelope"
"Set 1","Loving Cup"
"Set 1","Sparkle"
"Set 1","It's Ice"
"Set 1","If I Could"
"Set 1","Maze"
"Set 1","Strange Design"
"Set 1","Free"
"Set 1","Cavern"
"Set 2","Timber (Jerry The Mule)"
"Set 2","David Bowie"
"Set 2","Johnny B. Goode"
"Set 2","David Bowie"
"Set 2","AC/DC Bag"
"Set 2","The Lizards"
"Set 2","Big Black Furry Creature from Mars"
"Set 2","A Day in the Life"
"Set 2","Possum"
"Set 2","The Squirming Coil"
"Encore","Simple"
"Encore","Amazing Grace"
