"Set","Song"
"Set 1","Cars Trucks Buses"
"Set 1","Mike's Song"
"Set 1","A Day in the Life"
"Set 1","Poor Heart"
"Set 1","Weekapaug Groove"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Ya Mar"
"Set 1","Stash"
"Set 1","Amazing Grace"
"Set 1","Fee"
"Set 1","Chalk Dust Torture"
"Set 2","Also Sprach Zarathustra"
"Set 2","David Bowie"
"Set 2","Suzy Greenberg"
"Set 2","Uncle Pen"
"Set 2","Fluffhead"
"Set 2","Sleeping Monkey"
"Set 2","Frankenstein"
"Set 2","Suspicious Minds"
"Set 2","Hold Your Head Up"
"Set 2","Run Like an Antelope"
"Encore","Acoustic Army"
"Encore","Good Times Bad Times"
