"Set","Song"
"Set 1","Buried Alive"
"Set 1","Poor Heart"
"Set 1","Julius"
"Set 1","Punch You in the Eye"
"Set 1","Cars Trucks Buses"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Split Open and Melt"
"Set 1","NICU"
"Set 1","Gumbo"
"Set 1","Slave to the Traffic Light"
"Set 1","Sweet Adeline"
"Set 2","Makisupa Policeman"
"Set 2","David Bowie"
"Set 2","The Mango Song"
"Set 2","It's Ice"
"Set 2","Kung"
"Set 2","It's Ice"
"Set 2","Shaggy Dog"
"Set 2","Possum"
"Set 2","Lifeboy"
"Set 2","Amazing Grace"
"Encore","Funky Bitch"
