"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","Guelah Papyrus"
"Set 1","My Sweet One"
"Set 1","Axilla"
"Set 1","I Didn't Know"
"Set 1","Walls of the Cave"
"Set 1","Stash"
"Set 1","Train Song"
"Set 1","Backwards Down the Number Line"
"Set 1","Ocelot"
"Set 1","The Ballad of Curtis Loew"
"Set 1","Wilson"
"Set 1","Possum"
"Set 2","Halley's Comet"
"Set 2","Light"
"Set 2","46 Days"
"Set 2","Maze"
"Set 2","Meatstick"
"Set 2","The Mango Song"
"Set 2","Fluffhead"
"Set 2","Julius"
"Encore","Contact"
"Encore","Slave to the Traffic Light"
