"Set","Song"
"Set 1","Down with Disease"
"Set 1","Sample in a Jar"
"Set 1","Guelah Papyrus"
"Set 1","Poor Heart"
"Set 1","Ocelot"
"Set 1","Chalk Dust Torture"
"Set 1","Bathtub Gin"
"Set 1","Tube"
"Set 1","Destiny Unbound"
"Set 1","Joy"
"Set 1","Run Like an Antelope"
"Set 2","Axilla"
"Set 2","Timber (Jerry The Mule)"
"Set 2","Light"
"Set 2","46 Days"
"Set 2","My Friend, My Friend"
"Set 2","Harry Hood"
"Set 2","Tweezer"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","You Enjoy Myself"
"Encore","Suzy Greenberg"
"Encore","Tweezer Reprise"
