"Set","Song"
"Set 1","The Squirming Coil"
"Set 1","Stealing Time From the Faulty Plan"
"Set 1","Ya Mar"
"Set 1","Timber (Jerry The Mule)"
"Set 1","Let Me Lie"
"Set 1","Divided Sky"
"Set 1","Walk Away"
"Set 1","Roses Are Free"
"Set 1","Limb By Limb"
"Set 1","Bouncing Around the Room"
"Set 1","Run Like an Antelope"
"Set 2","Party Time"
"Set 2","Mike's Song"
"Set 2","Crosseyed and Painless"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Destiny Unbound"
"Set 2","Carini"
"Set 2","Free"
"Set 2","Heavy Things"
"Set 2","You Enjoy Myself"
"Encore","Shine a Light"
