"Set","Song"
"Set 1","Runaway Jim"
"Set 1","Foam"
"Set 1","Back on the Train"
"Set 1","Wolfman's Brother"
"Set 1","Reba"
"Set 1","Halley's Comet"
"Set 1","Tweezer"
"Set 1","What Things Seem"
"Set 1","The Squirming Coil"
"Set 1","Run Like an Antelope"
"Set 2","Golden Age"
"Set 2","Piper"
"Set 2","Camel Walk"
"Set 2","Alaska"
"Set 2","Gotta Jibboo"
"Set 2","Wading in the Velvet Sea"
"Set 2","Twist"
"Set 2","Fluffhead"
"Set 2","Backwards Down the Number Line"
"Encore","Sleeping Monkey"
"Encore","Tweezer Reprise"
