"Set","Song"
"Set 1","AC/DC Bag"
"Set 1","Camel Walk"
"Set 1","Divided Sky"
"Set 1","Ride Captain Ride"
"Set 1","Stash"
"Set 1","Fee"
"Set 1","Time Turns Elastic"
"Set 1","Cavern"
"Set 1","Run Like an Antelope"
"Set 2","Seven Below"
"Set 2","Wolfman's Brother"
"Set 2","Backwards Down the Number Line"
"Set 2","Alaska"
"Set 2","Free"
"Set 2","The Lizards"
"Set 2","Brother"
"Set 2","Roggae"
"Set 2","Taste"
"Set 2","Waste"
"Set 2","David Bowie"
"Encore","Quinn the Eskimo"
"Encore","Chalk Dust Torture"
