"Set","Song"
"Set 1","Kill Devil Falls"
"Set 1","Cavern"
"Set 1","Foam"
"Set 1","Guelah Papyrus"
"Set 1","Chalk Dust Torture"
"Set 1","Whole Lotta Love"
"Set 1","Chalk Dust Torture"
"Set 1","Ha Ha Ha"
"Set 1","Walk Away"
"Set 1","Wolfman's Brother"
"Set 1","Undermind"
"Set 1","Bathtub Gin"
"Set 1","The Squirming Coil"
"Set 2","Tube"
"Set 2","Possum"
"Set 2","Tweezer"
"Set 2","Heartbreaker"
"Set 2","Tweezer"
"Set 2","Ramble On"
"Set 2","Thank You"
"Set 2","Tweezer"
"Set 2","Stairway to Heaven"
"Set 2","Halley's Comet"
"Set 2","Also Sprach Zarathustra"
"Set 2","David Bowie"
"Set 2","Show of Life"
"Set 2","Backwards Down the Number Line"
"Set 2","Good Times Bad Times"
"Encore","Sleeping Monkey"
"Encore","Tweezer Reprise"
