"Set","Song"
"Set 1","Tube"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 1","Funky Bitch"
"Set 1","Reba"
"Set 1","Fuck Your Face"
"Set 1","Alaska"
"Set 1","Back on the Train"
"Set 1","Taste"
"Set 1","When the Circus Comes"
"Set 1","Lawn Boy"
"Set 1","Sparkle"
"Set 1","Gumbo"
"Set 1","Run Like an Antelope"
"Set 2","The Sloth"
"Set 2","Down with Disease"
"Set 2","What's the Use?"
"Set 2","Scent of a Mule"
"Set 2","Mike's Song"
"Set 2","Dirt"
"Set 2","Sneakin' Sally Through the Alley"
"Set 2","Weekapaug Groove"
"Set 2","Bug"
"Encore","Quinn the Eskimo"
