"Set","Song"
"Set 1","Meatstick"
"Set 1","Party Time"
"Set 1","Golgi Apparatus"
"Set 1","Kill Devil Falls"
"Set 1","Tweezer"
"Set 1","Lawn Boy"
"Set 1","Sparkle"
"Set 1","Big Black Furry Creature from Mars"
"Set 1","Hold Your Head Up"
"Set 1","Love You"
"Set 1","Hold Your Head Up"
"Set 1","Possum"
"Set 1","Tweezer Reprise"
"Set 2","Down with Disease"
"Set 2","My Friend, My Friend"
"Set 2","Prince Caspian"
"Set 2","Halfway to the Moon"
"Set 2","Boogie On Reggae Woman"
"Set 2","Maze"
"Set 2","Wading in the Velvet Sea"
"Set 2","Piper"
"Set 2","Harry Hood"
"Set 2","You Enjoy Myself"
"Encore","Shine a Light"
