"Set","Song"
"Set 1","David Bowie"
"Set 1","Stealing Time From the Faulty Plan"
"Set 1","Water in the Sky"
"Set 1","Ocelot"
"Set 1","Uncle Pen"
"Set 1","Boogie On Reggae Woman"
"Set 1","Gumbo"
"Set 1","Timber (Jerry The Mule)"
"Set 1","I Didn't Know"
"Set 1","Birds of a Feather"
"Set 1","Bouncing Around the Room"
"Set 1","Reba"
"Set 1","The Rover"
"Set 2","Down with Disease"
"Set 2","Crosseyed and Painless"
"Set 2","Nothing"
"Set 2","Twenty Years Later"
"Set 2","Harry Hood"
"Set 2","Fluffhead"
"Set 2","Julius"
"Set 2","You Enjoy Myself"
"Encore","Bug"
