"Set","Song"
"Set 1","Tweezer Reprise"
"Set 1","Chalk Dust Torture"
"Set 1","Funky Bitch"
"Set 1","Runaway Jim"
"Set 1","Ya Mar"
"Set 1","Sample in a Jar"
"Set 1","Axilla"
"Set 1","Fluffhead"
"Set 1","Bathtub Gin"
"Set 1","Suzy Greenberg"
"Set 2","Rock and Roll"
"Set 2","Free"
"Set 2","Backwards Down the Number Line"
"Set 2","Halfway to the Moon"
"Set 2","Prince Caspian"
"Set 2","Joy"
"Set 2","David Bowie"
"Set 2","Show of Life"
"Encore","The Squirming Coil"
"Encore","Character Zero"
"Encore","Tweezer Reprise"
