Set,Song
Set 1,The Star Spangled Banner
Set 1,My Soul
Set 1,AC/DC Bag
Set 1,Ocelot
Set 1,Sample in a Jar
Set 1,Light Up Or Leave Me Alone
Set 1,Sugar Shack
Set 1,Timber (Jerry The Mule)
Set 1,Bouncing Around the Room
Set 1,Axilla
Set 1,Rift
Set 1,The Moma Dance
Set 1,Cities
Set 1,46 Days
Set 2,Punch You in the Eye
Set 2,Sand
Set 2,Carini
Set 2,Prince Caspian
Set 2,Corinna
Set 2,Piper
Set 2,Theme From the Bottom
Set 2,Golgi Apparatus
Set 2,Slave to the Traffic Light
Set 2,Fluffhead
Encore,Loving Cup
