"Set","Song"
"Set 1","Crowd Control"
"Set 1","Kill Devil Falls"
"Set 1","The Sloth"
"Set 1","Beauty of a Broken Heart"
"Set 1","Axilla"
"Set 1","Foam"
"Set 1","Esther"
"Set 1","Ha Ha Ha"
"Set 1","Party Time"
"Set 1","Tube"
"Set 1","Stealing Time From the Faulty Plan"
"Set 1","Strange Design"
"Set 1","Time Turns Elastic"
"Set 2","Tweezer"
"Set 2","Taste"
"Set 2","Alaska"
"Set 2","Let Me Lie"
"Set 2","46 Days"
"Set 2","Oh! Sweet Nuthin'"
"Set 2","Harry Hood"
"Encore","Good Times Bad Times"
"Encore","Tweezer Reprise"
