"Set","Song"
"Set 1","Sanity"
"Set 1","Wilson"
"Set 1","Foam"
"Set 1","Bathtub Gin"
"Set 1","Undermind"
"Set 1","AC/DC Bag"
"Set 1","My Friend, My Friend"
"Set 1","Scent of a Mule"
"Set 1","All of These Dreams"
"Set 1","Maze"
"Set 1","She Thinks I Still Care"
"Set 1","Army of One"
"Set 1","Tube"
"Set 1","Cars Trucks Buses"
"Set 1","Free"
"Set 1","Frankenstein"
"Set 2","Down with Disease"
"Set 2","Seven Below"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","Twist"
"Set 2","Also Sprach Zarathustra"
"Set 2","The Moma Dance"
"Set 2","While My Guitar Gently Weeps"
"Set 2","Wading in the Velvet Sea"
"Set 2","Slave to the Traffic Light"
"Encore","Happy Birthday to You"
"Encore","Contact"
"Encore","Bug"
"Encore","Tweezer Reprise"
