"Set","Song"
"Set 1","Kill Devil Falls"
"Set 1","Sample in a Jar"
"Set 1","Ocelot"
"Set 1","Paul and Silas"
"Set 1","Windy City"
"Set 1","The Curtain With"
"Set 1","Train Song"
"Set 1","Gumbo"
"Set 1","Heavy Things"
"Set 1","Time Turns Elastic"
"Set 2","Backwards Down the Number Line"
"Set 2","Carini"
"Set 2","Gotta Jibboo"
"Set 2","Theme From the Bottom"
"Set 2","Wilson"
"Set 2","Also Sprach Zarathustra"
"Set 2","Chalk Dust Torture"
"Set 2","Harry Hood"
"Set 2","The Squirming Coil"
"Encore","Loving Cup"
