"Set","Song"
"Set 1","Llama"
"Set 1","The Moma Dance"
"Set 1","Guyute"
"Set 1","Anything But Me"
"Set 1","Cars Trucks Buses"
"Set 1","Chalk Dust Torture"
"Set 1","Golgi Apparatus"
"Set 1","David Bowie"
"Set 1","Cavern"
"Set 1","Possum"
"Set 1","Ocelot"
"Set 1","Run Like an Antelope"
"Set 2","Backwards Down the Number Line"
"Set 2","Twenty Years Later"
"Set 2","Halley's Comet"
"Set 2","Rock and Roll"
"Set 2","Harpua"
"Set 2","I Kissed a Girl"
"Set 2","Hold Your Head Up"
"Set 2","Harpua"
"Set 2","You Enjoy Myself"
"Encore","Grind"
"Encore","I Been Around"
"Encore","Highway to Hell"
