Set,Song
Set 1,AC/DC Bag
Set 1,46 Days
Set 1,Water in the Sky
Set 1,Bathtub Gin
Set 1,Punch You in the Eye
Set 1,The Moma Dance
Set 1,Guyute
Set 1,Swept Away
Set 1,Steep
Set 1,Demand
Set 1,Seven Below
Set 1,Lawn Boy
Set 1,Julius
Set 2,Rock and Roll
Set 2,Piper
Set 2,Simple
Set 2,Theme From the Bottom
Set 2,Shine a Light
Set 2,Ghost
Set 2,NO2
Set 2,Suzy Greenberg
Set 3,Party Time
Set 3,Auld Lang Syne
Set 3,Down with Disease
Set 3,Fluffhead
Set 3,Joy
Set 3,The Squirming Coil
Set 3,You Enjoy Myself
Encore,Blue Moon
Encore,Loving Cup
