"Set","Song"
"Set 1","The Mango Song"
"Set 1","Chalk Dust Torture"
"Set 1","Middle of the Road"
"Set 1","Tweezer"
"Set 1","Driver"
"Set 1","Twenty Years Later"
"Set 1","Ya Mar"
"Set 1","It's Ice"
"Set 1","Wolfman's Brother"
"Set 1","Character Zero"
"Set 1","Run Like an Antelope"
"Set 2","Rock and Roll"
"Set 2","Makisupa Policeman"
"Set 2","Alaska"
"Set 2","The Wedge"
"Set 2","You Enjoy Myself"
"Set 2","Backwards Down the Number Line"
"Set 2","Piper"
"Set 2","Grind"
"Encore","Good Times Bad Times"
"Encore","Tweezer Reprise"
