"Set","Song"
"Set 1","Soul Shakedown Party"
"Set 1","Runaway Jim"
"Set 1","Jesus Just Left Chicago"
"Set 1","Dixie Cannonball"
"Set 1","Stealing Time From the Faulty Plan"
"Set 1","Corinna"
"Set 1","What's the Use?"
"Set 1","Tela"
"Set 1","Gone"
"Set 1","Rocky Top"
"Set 1","Chalk Dust Torture"
"Set 1","David Bowie"
"Set 2","Sand"
"Set 2","The Curtain With"
"Set 2","Lifeboy"
"Set 2","Back on the Train"
"Set 2","Wading in the Velvet Sea"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Free"
"Set 2","Boogie On Reggae Woman"
"Set 2","Run Like an Antelope"
"Encore","Frankenstein"
