"Set","Song"
"Set 1","Sample in a Jar"
"Set 1","Divided Sky"
"Set 1","Lawn Boy"
"Set 1","Kill Devil Falls"
"Set 1","Bathtub Gin"
"Set 1","The Squirming Coil"
"Set 1","Runaway Jim"
"Set 1","Possum"
"Set 1","Run Like an Antelope"
"Set 2","Rocks Off"
"Set 2","Rip This Joint"
"Set 2","Shake Your Hips"
"Set 2","Casino Boogie"
"Set 2","Tumbling Dice"
"Set 2","Sweet Virginia"
"Set 2","Torn and Frayed"
"Set 2","Sweet Black Angel"
"Set 2","Loving Cup"
"Set 2","Happy"
"Set 2","Turd on the Run"
"Set 2","Ventilator Blues"
"Set 2","I Just Want To See His Face"
"Set 2","Let It Loose"
"Set 2","All Down the Line"
"Set 2","Stop Breaking Down"
"Set 2","Shine a Light"
"Set 2","Soul Survivor"
"Set 3","Backwards Down the Number Line"
"Set 3","Fluffhead"
"Set 3","Ghost"
"Set 3","When the Circus Comes"
"Set 3","You Enjoy Myself"
"Encore","Suzy Greenberg"
