"Set","Song"
"Set 1","Punch You in the Eye"
"Set 1","AC/DC Bag"
"Set 1","NICU"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Birds of a Feather"
"Set 1","Lawn Boy"
"Set 1","Stash"
"Set 1","I Didn't Know"
"Set 1","Middle of the Road"
"Set 1","Character Zero"
"Set 2","Down with Disease"
"Set 2","Wilson"
"Set 2","Slave to the Traffic Light"
"Set 2","Piper"
"Set 2","Water in the Sky"
"Set 2","Ghost"
"Set 2","Psycho Killer"
"Set 2","Catapult"
"Set 2","Icculus"
"Set 2","You Enjoy Myself"
"Encore","While My Guitar Gently Weeps"
