"Set","Song"
"Set 1","Golgi Apparatus"
"Set 1","Halley's Comet"
"Set 1","Chalk Dust Torture"
"Set 1","Divided Sky"
"Set 1","When the Circus Comes"
"Set 1","Time Turns Elastic"
"Set 1","Ya Mar"
"Set 1","Stealing Time From the Faulty Plan"
"Set 1","Suzy Greenberg"
"Set 1","David Bowie"
"Set 2","Backwards Down the Number Line"
"Set 2","Down with Disease"
"Set 2","Limb By Limb"
"Set 2","Oh! Sweet Nuthin'"
"Set 2","Cities"
"Set 2","Maze"
"Set 2","Mike's Song"
"Set 2","Simple"
"Set 2","Weekapaug Groove"
"Encore","Let Me Lie"
"Encore","Bold As Love"
