"Set","Song"
"Set 1","AC/DC Bag"
"Set 1","Chalk Dust Torture"
"Set 1","Stealing Time From the Faulty Plan"
"Set 1","Divided Sky"
"Set 1","Ya Mar"
"Set 1","Sneakin' Sally Through the Alley"
"Set 1","The Old Home Place"
"Set 1","Cavern"
"Set 1","Funky Bitch"
"Set 1","David Bowie"
"Set 1","The Wedge"
"Set 1","Bold As Love"
"Set 2","Tweezer"
"Set 2","Light"
"Set 2","Piper"
"Set 2","Free"
"Set 2","Sweet Virginia"
"Set 2","Harry Hood"
"Set 2","Suzy Greenberg"
"Set 2","Golgi Apparatus"
"Set 2","Run Like an Antelope"
"Encore","Loving Cup"
"Encore","Tweezer Reprise"
