"Set","Song"
"Set 1","Runaway Jim"
"Set 1","Punch You in the Eye"
"Set 1","Ocelot"
"Set 1","Foam"
"Set 1","Train Song"
"Set 1","Undermind"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 1","The Squirming Coil"
"Set 1","Character Zero"
"Set 2","Back on the Train"
"Set 2","Waves"
"Set 2","A Song I Heard the Ocean Sing"
"Set 2","David Bowie"
"Set 2","Army of One"
"Set 2","Reba"
"Set 2","Hello My Baby"
"Set 2","Julius"
"Set 2","Cavern"
"Set 2","Harry Hood"
"Encore","Frankenstein"
