"Set","Song"
"Set 1","Brother"
"Set 1","Wolfman's Brother"
"Set 1","Funky Bitch"
"Set 1","Divided Sky"
"Set 1","Joy"
"Set 1","Back on the Train"
"Set 1","Taste"
"Set 1","Poor Heart"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Avenu Malkenu"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Time Turns Elastic"
"Set 2","Crosseyed and Painless"
"Set 2","Down with Disease"
"Set 2","Bug"
"Set 2","Piper"
"Set 2","Wading in the Velvet Sea"
"Set 2","Boogie On Reggae Woman"
"Set 2","Slave to the Traffic Light"
"Encore","Grind"
"Encore","Frankenstein"
