"Set","Song"
"Set 1","Buried Alive"
"Set 1","AC/DC Bag"
"Set 1","Limb By Limb"
"Set 1","The Moma Dance"
"Set 1","The Old Home Place"
"Set 1","Roggae"
"Set 1","Water in the Sky"
"Set 1","All of These Dreams"
"Set 1","Stash"
"Set 1","Timber (Jerry The Mule)"
"Set 2","46 Days"
"Set 2","Drowned"
"Set 2","Also Sprach Zarathustra"
"Set 2","Down with Disease"
"Set 2","Free"
"Set 2","Scent of a Mule"
"Set 2","Girls Girls Girls"
"Set 2","Scent of a Mule"
"Set 2","Secret Smile"
"Set 2","Crowd Control"
"Set 2","Slave to the Traffic Light"
"Encore","Sneakin' Sally Through the Alley"
