"Set","Song"
"Set 1","Divided Sky"
"Set 1","Suzy Greenberg"
"Set 1","Down with Disease"
"Set 1","Prince Caspian"
"Set 1","Scent of a Mule"
"Set 1","The Tears of a Clown"
"Set 1","Scent of a Mule"
"Set 1","Mexican Cousin"
"Set 2","Run Like an Antelope"
"Set 2","Also Sprach Zarathustra"
"Set 2","Golgi Apparatus"
"Set 2","Waves"
"Set 2","Tweezer"
"Set 2","Hold Your Head Up"
"Set 2","Terrapin"
"Set 2","Hold Your Head Up"
"Set 2","Drums"
"Set 2","Timber (Jerry The Mule)"
"Set 2","Sample in a Jar"
"Encore","Bouncing Around the Room"
"Encore","Tweezer Reprise"
