"Set","Song"
"Set 1","Seven Below"
"Set 1","Rock and Roll"
"Set 1","Boogie On Reggae Woman"
"Set 1","Back on the Train"
"Set 1","Possum"
"Set 1","Strange Design"
"Set 1","Gumbo"
"Set 1","Brian and Robert"
"Set 1","Taste"
"Set 2","Gotta Jibboo"
"Set 2","Twist"
"Set 2","Camel Walk"
"Set 2","Wilson"
"Set 2","The Little Drummer Boy"
"Set 2","Wilson"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Waves"
"Set 2","Lifeboy"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","Loving Cup"
"Encore","Harry Hood"
