"Set","Song"
"Set 1","The Moma Dance"
"Set 1","Stray Dog"
"Set 1","555"
"Set 1","Sand"
"Set 1","Lawn Boy"
"Set 1","Steam"
"Set 1","Chalk Dust Torture"
"Set 1","What's the Use?"
"Set 1","Play by Play"
"Set 1","Waste"
"Set 1","Ass Handed"
"Set 1","Run Like an Antelope"
"Set 2","Down with Disease"
"Set 2","Farmhouse"
"Set 2","Seven Below"
"Set 2","Twist"
"Set 2","Harry Hood"
"Set 2","Passing Through"
"Set 2","Harry Hood"
"Set 3","Mercury"
"Set 3","Auld Lang Syne"
"Set 3","Say It To Me S.A.N.T.O.S."
"Set 3","Simple"
"Set 3","Saw It Again"
"Set 3","Limb By Limb"
"Set 3","Rock and Roll"
"Set 3","Suzy Greenberg"
"Encore","The Lizards"
"Encore","Character Zero"
