Set,Song
Set 1,Peaches en Regalia
Set 1,Alumni Blues
Set 1,Letter to Jimmy Page
Set 1,Alumni Blues
Set 1,Golgi Apparatus
Set 1,Wilson
Set 1,Quinn the Eskimo
Set 1,Divided Sky
Set 1,Good Times Bad Times
Set 2,Fire
Set 2,AC/DC Bag
Set 2,Possum
Set 2,Fluffhead
Set 2,Fee
Set 2,The Curtain With
Set 2,I Know a Little
Set 2,Mustang Sally
Set 2,You Enjoy Myself
Set 2,La Grange
Set 3,Icculus
Set 3,David Bowie
Set 3,Jesus Just Left Chicago
Set 3,Whipping Post
Set 3,Anarchy
Set 3,Tush
Set 3,Dear Mrs. Reagan
