"Set","Song"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Avenu Malkenu"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Clod"
"Set 1","Slave to the Traffic Light"
"Set 1","Funky Bitch"
"Set 1","Wilson"
"Set 1","Dear Mrs. Reagan"
"Set 1","Golgi Apparatus"
"Set 1","AC/DC Bag"
"Set 1","Possum"
"Set 2","You Enjoy Myself"
"Set 2","The Curtain With"
"Set 2","Big Black Furry Creature from Mars"
"Set 2","Suzy Greenberg"
"Set 2","Alumni Blues"
"Set 2","Letter to Jimmy Page"
"Set 2","Alumni Blues"
"Set 3","Happy Birthday to You"
"Set 3","Good Times Bad Times"
"Set 3","Rocky Top"
"Set 3","Sneakin' Sally Through the Alley"
"Set 3","Fee"
"Set 3","Divided Sky"
"Set 3","Dog Log"
"Set 3","The Ballad of Curtis Loew"
"Set 3","Run Like an Antelope"
"Set 3","Makisupa Policeman"
"Set 3","Flat Fee"
"Set 3","Fire"
"Set 3","Terrapin"
"Set 3","La Grange"
"Set 3","Fluffhead"
