Set,Song
Set 1,Jam
Set 1,Whipping Post
Set 1,Sneakin' Sally Through the Alley
Set 1,Back Porch Boogie Blues
Set 1,Halley's Comet
Set 1,Light Up Or Leave Me Alone
Set 1,Love You
Set 1,AC/DC Bag
Set 1,Possum
Set 1,You Enjoy Myself
Set 1,Big Black Furry Creature from Mars
Set 2,The Man Who Stepped Into Yesterday
Set 2,Avenu Malkenu
Set 2,The Man Who Stepped Into Yesterday
Set 2,Peaches en Regalia
Set 2,Take the 'A' Train
Set 2,Timber (Jerry The Mule)
Set 2,The Chase
Set 2,I Am Hydrogen
Set 2,Who Do? We Do!
Set 2,Fee
Set 2,Divided Sky
Set 2,McGrupp and the Watchful Hosemasters
Set 2,Who Do? We Do!
Set 2,Clod
Set 2,Alumni Blues
Set 2,Letter to Jimmy Page
Set 2,Alumni Blues
Set 2,Fluffhead
Set 2,David Bowie
