Set,Song
Set 1,Wilson
Set 1,Mike's Song
Set 1,I Am Hydrogen
Set 1,Weekapaug Groove
Set 1,The Moma Dance
Set 1,Guyute
Set 1,You Enjoy Myself
Set 1,First Tube
Set 1,Tube
Set 2,Stash
Set 2,Seven Below
Set 2,Lawn Boy
Set 2,Chalk Dust Torture
Set 2,Slave to the Traffic Light
Set 2,Chalk Dust Torture
Set 3,Jungle Boogie
Set 3,Auld Lang Syne
Set 3,Iron Man
Set 3,Runaway Jim
Set 3,Simple
Set 3,Reba
Set 3,I Didn't Know
Set 3,Feel the Heat
Set 3,Hold Your Head Up
Set 3,Run Like an Antelope
Encore,Frankenstein
