"Set","Song"
"Set 1","Amoreena"
"Set 1","Poor Heart"
"Set 1","Stash"
"Set 1","Water in the Sky"
"Set 1","Gumbo"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Beauty of My Dreams"
"Set 1","Crosseyed and Painless"
"Set 1","Wilson"
"Set 1","Sweet Adeline"
"Set 2","Runaway Jim"
"Set 2","Ghost"
"Set 2","Izabella"
"Set 2","Sleeping Monkey"
"Set 2","McGrupp and the Watchful Hosemasters"
"Set 2","Sample in a Jar"
"Set 2","Also Sprach Zarathustra"
"Set 2","Golgi Apparatus"
"Set 2","Frankenstein"
"Encore","Theme From the Bottom"
