"Set","Song"
"Set 1","Sneakin' Sally Through the Alley"
"Set 1","Taste"
"Set 1","Water in the Sky"
"Set 1","Punch You in the Eye"
"Set 1","Stash"
"Set 1","Chalk Dust Torture"
"Set 1","A Day in the Life"
"Set 2","AC/DC Bag"
"Set 2","McGrupp and the Watchful Hosemasters"
"Set 2","Harpua"
"Set 2","I'm Gonna Be (500 Miles)"
"Set 2","Harpua"
"Set 2","Izabella"
"Set 2","Harry Hood"
"Set 2","My Soul"
"Set 2","Sleeping Monkey"
"Set 2","Guyute"
"Encore","Carini"
"Encore","Black-Eyed Katy"
"Encore","Sneakin' Sally Through the Alley"
"Encore","Frankenstein"
