"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","Wolfman's Brother"
"Set 1","Also Sprach Zarathustra"
"Set 1","Stash"
"Set 1","Walfredo"
"Set 1","Taste"
"Set 1","Waste"
"Set 1","Poor Heart"
"Set 1","Character Zero"
"Set 1","Peaches en Regalia"
"Set 1","Love Me"
"Set 1","David Bowie"
"Set 2","Julius"
"Set 2","Cars Trucks Buses"
"Set 2","My Soul"
"Set 2","Punch You in the Eye"
"Set 2","Jam"
"Set 2","Slave to the Traffic Light"
"Set 2","When the Circus Comes"
"Set 2","Maze"
"Set 2","Rock A William"
"Set 2","Harry Hood"
"Set 2","Frankenstein"
"Encore","Prince Caspian"
"Encore","Johnny B. Goode"
