"Set","Song"
"Set 1","Johnny B. Goode"
"Set 1","Uncle Pen"
"Set 1","Sample in a Jar"
"Set 1","Guyute"
"Set 1","My Soul"
"Set 1","Runaway Jim"
"Set 1","Gypsy Queen"
"Set 1","Runaway Jim"
"Set 1","Run Like an Antelope"
"Set 1","Catapult"
"Set 1","Life on Mars?"
"Set 1","Chalk Dust Torture"
"Set 1","Hello My Baby"
"Set 2","Also Sprach Zarathustra"
"Set 2","Maze"
"Set 2","Swept Away"
"Set 2","Steep"
"Set 2","Punch You in the Eye"
"Set 2","Waste"
"Set 2","Character Zero"
"Set 2","Slave to the Traffic Light"
"Set 2","Tweezer Reprise"
"Encore","You Enjoy Myself"
