Set,Song
Set 1,Limb By Limb
Set 1,Dogs Stole Things
Set 1,Ghost
Set 1,Water in the Sky
Set 1,Vultures
Set 1,Dirt
Set 1,Twist
Set 1,Piper
Set 1,Wading in the Velvet Sea
Set 1,Olivia's Pool
Set 1,I Don't Care
Set 1,Samson Variation
Set 1,Bye Bye Foot
Set 2,Samson Variation
Set 2,Saw It Again
Set 2,Waking Up
Set 2,Limb By Limb
Set 2,Dogs Stole Things
Set 2,Ghost
Set 2,Dirt
Set 2,Vultures
Set 2,Water in the Sky
Set 2,Twist
Set 2,Piper
Set 2,Wading in the Velvet Sea
Set 2,Ain't Love Funny
Set 2,Stand!
Set 2,Izabella
