Set,Song
Set 1,Makisupa Policeman
Set 1,Harpua
Set 1,Chalk Dust Torture
Set 1,Theme From the Bottom
Set 1,Punch You in the Eye
Set 1,Ghost
Set 1,Ginseng Sullivan
Set 1,You Enjoy Myself
Set 1,Train Song
Set 1,Character Zero
Set 1,The Squirming Coil
Set 2,Wolfman's Brother
Set 2,Simple
Set 2,My Soul
Set 2,Jam
Set 2,Slave to the Traffic Light
Set 2,Rocky Top
Set 2,Julius
Set 3,Halley's Comet
Set 3,Cities
Set 3,Llama
Set 3,Lawn Boy
Set 3,Limb By Limb
Set 3,Funky Bitch
Encore,Contact
Encore,Loving Cup
