"Set","Song"
"Set 1","Cinnamon Girl"
"Set 1","NICU"
"Set 1","Sample in a Jar"
"Set 1","Punch You in the Eye"
"Set 1","My Soul"
"Set 1","Beauty of My Dreams"
"Set 1","Harry Hood"
"Set 1","Cars Trucks Buses"
"Set 1","Suzy Greenberg"
"Set 1","Character Zero"
"Set 2","Taste"
"Set 2","Drowned"
"Set 2","Prince Caspian"
"Set 2","David Bowie"
"Set 2","Love Me"
"Set 2","I Told You So"
"Set 2","Love Me Like a Man"
"Set 2","Waste"
"Set 2","Chalk Dust Torture"
"Set 2","Slave to the Traffic Light"
"Encore","Hello My Baby"
"Encore","Funky Bitch"
